,year,title,ratings,madeit,reviews,photos,submitter_description,ingredients,readyin,servings,nutrition,calories,fat,carbohydrate,protein,carbohydrates,instructions
872,,Strawberry Spinach Salad I,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4539063.jpg,,"['2 tablespoons sesame seeds', '1 tablespoon poppy seeds', '½ cup white sugar', '½ cup olive oil', '¼ cup distilled white vinegar', '¼ teaspoon paprika', '¼ teaspoon Worcestershire sauce', '1 tablespoon minced onion', '10 ounces fresh spinach - rinsed, dried and torn into bite-size pieces', '1 quart strawberries - cleaned, hulled and sliced', '¼ cup almonds, blanched and slivered']",0,4 servings,"          490.8 calories;           6 g protein;           42.9 g carbohydrates;           0 mg cholesterol;           62.9 mg sodium.        Full Nutrition
",,,,,,"In a medium bowl, whisk together the sesame seeds, poppy seeds, sugar, olive oil, vinegar, paprika, Worcestershire sauce and onion. Cover, and chill for one hour.

In a large bowl, combine the spinach, strawberries and almonds. Pour dressing over salad, and toss. Refrigerate 10 to 15 minutes before serving.
"
873,,Parmesan Fondue,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1031403.jpg,,"['1 (8 ounce) package Neufchatel cheese', '1 cup milk', '¾ cup grated Parmesan cheese', '½ teaspoon garlic salt', '1 small loaf French bread, cut into cubes']",0,14 servings,"          115.7 calories;           5.7 g protein;           10.6 g carbohydrates;           17.3 mg cholesterol;           306.5 mg sodium.        Full Nutrition
",,,,,,"Stir Neufchatel cream cheese in milk in a saucepan over medium-low heat until melted, 2 to 3 minutes. Add Parmesan cheese and garlic salt. Cook and stir until the Parmesan melts, 2 to 3 minutes more. Serve with bread cubes.
"
874,,Blueberry Limeade,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3391012.jpg,,"['2 cups fresh blueberries', '½ cup white sugar, or to taste', '⅓ cup freshly squeezed lime juice', '6 cups water, or more as needed']",0,8 servings,"          71.6 calories;           0.3 g protein;           18.6 g carbohydrates;           0 mg cholesterol;           5.9 mg sodium.        Full Nutrition
",,,,,,"Blend blueberries, sugar, lime juice, and 1 cup water together in a blender; pour into a pitcher. Add remaining water and stir.
"
875,,Instant Pot® Jalapeno-Chicken Popper Dip,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6096929.jpg,,"['8 ounces cream cheese, softened', '4 eaches jalapeno peppers, seeded and diced', '1 cup shredded cooked chicken', '1 green onion, chopped', '½ cup real bacon bits', '½ cup water', '1 cup shredded Cheddar cheese', '½ cup sour cream']",0,24 servings,"          80 calories;           4.7 g protein;           0.7 g carbohydrates;           23.5 mg cholesterol;           137.2 mg sodium.        Full Nutrition
",,,,,,"Combine cream cheese, jalapeno peppers, chicken, green onion, bacon bits, and water in a multi-functional pressure cooker (such as Instant Pot&reg;). Close and lock the lid. Select Manual; set timer for 5 minutes. Allow 10 minutes for pressure to build.

Release pressure carefully using the quick-release method according to manufacturer's instructions, about 5 minutes. Unlock and remove the lid. Add Cheddar cheese and sour cream. Stir until cheese is melted.

Transfer dip to a serving dish and garnish with additional jalapenos, bacon bits, and Cheddar cheese if desired.
"
876,,Keto Turkey-Stuffed Peppers,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7193347.jpg,,"['1 serving nonfat cooking spray', '1 tablespoon olive oil', '1 pound ground turkey', '½ cup diced onion', '3 tablespoons diced fresh jalapeno pepper, or to taste', '2 cloves garlic, chopped', '2 cups frozen cauliflower rice (such as Green Giant®)', '1 (14.5 ounce) can diced tomatoes, undrained', '1 (8 ounce) can tomato sauce', '½ cup water', '2 teaspoons sambal oelek chili paste', '½ teaspoon salt', '½ teaspoon freshly ground black pepper', '2 large bell peppers, any color - cut in half lengthwise, cored, and seeded', '4 (1 inch) cubes Colby-Jack cheese', 'aluminum foil', '⅓ cup shredded Colby-Jack cheese', '4 teaspoons reduced-fat sour cream', '8 slices pickled jalapeno peppers']",0,4 stuffed pepper halves,"          462.8 calories;           36.4 g protein;           21.6 g carbohydrates;           130.1 mg cholesterol;           1313.5 mg sodium.        Full Nutrition
",,,,,,"Preheat the oven to 375 degrees F (190 degrees C). Spray a baking dish with cooking spray.

Heat olive oil in a large skillet over medium heat. Stir in ground turkey, onion, jalapeno, and garlic. Cook and stir until turkey browns and vegetables are tender, 8 to 10 minutes. Drain grease from the skillet. Add frozen riced cauliflower, tomatoes, tomato sauce, water, chili paste, salt, and pepper; stir until well incorporated.  Reduce heat and simmer for 5 minutes.

Place bell pepper halves in the prepared baking dish. Place 1 Colby-Jack cheese cube in each pepper half, and fill with turkey mixture. Spoon remaining turkey mixture into the dish around the peppers.

Cover dish with aluminum foil, and bake in the preheated oven for 30 minutes. Remove foil and sprinkle each pepper with shredded Colby-Jack cheese. Bake, uncovered, until peppers are soft and cheese has melted, about 10 minutes more.

To serve, spoon a little turkey mixture onto a plate, and place a bell pepper half on top of it. Top each serving with 1 teaspoon sour cream and 2 jalapeno slices.
"
877,,Turkey Zucchini Meatballs,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5552240.jpg,,"['1 tablespoon vegetable oil', '1 cup shredded zucchini', '¾ cup grated onion', '3 cloves garlic, minced', '2 slices multigrain bread, cut into 1-inch cubes', '¼ cup milk', '1 pound 93% lean ground turkey', '1 teaspoon dried oregano', '1 teaspoon salt', '½ teaspoon ground black pepper', '¼ teaspoon ground nutmeg', '2 large eggs', '2 tablespoons grated Parmesan cheese', '1 tablespoon chopped fresh parsley', '⅓ cup all-purpose flour', '1 tablespoon olive oil']",0,12 large meatballs,"          125.8 calories;           10.3 g protein;           6.6 g carbohydrates;           60.1 mg cholesterol;           261.8 mg sodium.        Full Nutrition
",,,,,,"Preheat the oven to 350 degrees F (175 degrees C). Lightly grease a 9x13-inch baking pan.

Heat vegetable oil in a medium saucepan over medium-high heat. Saute zucchini and onion until softened, about 8 minutes. Add garlic; cook for 2 minutes. Remove from heat and let mixture cool to room temperature.

Soak bread in a small bowl with milk until milk is absorbed, about 2 minutes. Remove bread and gently squeeze out excess milk. Place bread in a food processor and pulse until mixture forms fine crumbs resembling wet sand.

Combine ground turkey with the sauteed zucchini mixture, bread crumbs, oregano, salt, pepper, and nutmeg in a large bowl. Add eggs, Parmesan cheese, and parsley; mix thoroughly. Form mixture into 12 large meatballs using a large ice cream scoop.

Place 1/3 cup flour in a shallow dish. Dredge meatballs in flour and place 1 inch apart in the prepared baking pan. Drizzle olive oil over meatballs.

Bake in the preheated oven until meatballs are lightly browned on top and no longer pink in the center, 30 to 38 minutes. An instant-read thermometer inserted into the center of a meatball should read at least 160 degrees F (71 degrees C).
"
878,,Chicken and Dumplings III,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5842463.jpg,,"['6 boneless chicken thighs', '2 (10.75 ounce) cans condensed cream of celery soup', 'salt and pepper to taste', '1 (12 ounce) package refrigerated biscuit dough']",0,6 servings,"          376.4 calories;           20.8 g protein;           31.4 g carbohydrates;           68.4 mg cholesterol;           1377 mg sodium.        Full Nutrition
",,,,,,"In a large pot over high heat, combine the chicken with enough water to cover, and boil for 15 to 20 minutes. Drain some of the water from the pot, reserving 3 cups in the pot. Remove chicken and allow it to cool, then pull it apart into bite size pieces; return to pot.

Reduce heat to medium, and add the cans of condensed soup. Season with salt and pepper. Pull the biscuit dough into pieces, and add to the soup. Simmer over medium heat for 7 to 8 minutes, or until the dough is cooked through.
"
879,,Orange Marmalade Chicken,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6505154.jpg,,"['6 eaches chicken drumsticks', '1 pinch salt and ground black pepper to taste', '½ cup orange marmalade', '2 tablespoons Dijon mustard', '2 tablespoons barbeque sauce', '1 tablespoon sambal oelek', '½ tablespoon soy sauce']",0,6 drumsticks,"          408 calories;           39 g protein;           44.3 g carbohydrates;           123.8 mg cholesterol;           754.3 mg sodium.        Full Nutrition
",,,,,,"Preheat the oven to 350 degrees F (175 degrees C).

Season drumsticks with salt and pepper and place in an oven-proof dish.

Bake in the preheated oven for 20 minutes.

Combine orange marmalade, Dijon mustard, barbeque sauce, sambal oelek, and soy sauce in a small bowl.

Remove dish from oven and brush chicken with marmalade mixture. Return to the oven and bake an additional 10 minutes.

Remove dish again, turn chicken over, brush with marmalade mixture, and continue baking until chicken is no longer pink at the bone and the juices run clear, about 10 more minutes. An instant-read thermometer inserted near the bone should read 165 degrees F (74 degrees C).

Remove dish from oven and baste chicken with remaining marmalade mixture. Preheat the oven's broiler. Return to the oven and broil until chicken starts to blacken and blister, 3 to 5 minutes.
"
880,,Teriyaki Sauce and Marinade,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F199478.jpg,,"['⅔ cup mirin (Japanese sweet rice wine)', '1 cup soy sauce', '4 ½ teaspoons rice vinegar', '1 teaspoon sesame oil', '⅓ cup white sugar', '7 cloves garlic, minced', '1 tablespoon minced fresh ginger', '1 dash red pepper flakes', '1 pinch black pepper to taste']",0,1 2/3 cups,"          104.5 calories;           2.3 g protein;           18.2 g carbohydrates;           0 mg cholesterol;           1804.5 mg sodium.        Full Nutrition
",,,,,,"Bring mirin to a boil in a saucepan over high heat. Reduce heat to medium-low, and simmer for 10 minutes. Pour in soy sauce, rice vinegar, sesame oil, and sugar. Season with garlic, ginger, pepper flakes, and black pepper; simmer an additional 5 minutes. Store in a tightly sealed container in the refrigerator.
"
881,,Sweet Baby Carrots,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4709297.jpg,,"['1 (16 ounce) package baby carrots', '½ cup butter', '3 tablespoons honey', '½ cup brown sugar']",0,4 servings,"          401.7 calories;           1.4 g protein;           50.7 g carbohydrates;           61 mg cholesterol;           249.1 mg sodium.        Full Nutrition
",,,,,,"Place the carrots into a large pot and cover with salted water. Bring to a boil over high heat until tender, about 15 minutes. Drain and allow to steam dry for a minute or two.

Return the pot to the stove; reduce the heat to medium-low. Melt the butter in the pot. Stir in the honey and brown sugar; add the carrots and stir until evenly coated; cook another 5 minutes
"
882,,Air Fryer Breakfast Frittata,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5682775.jpg,,"['¼ pound breakfast sausage, fully cooked and crumbled', '4 eggs, lightly beaten', '½ cup shredded Cheddar-Monterey Jack cheese blend', '2 tablespoons red bell pepper, diced', '1 green onion, chopped', '1 pinch cayenne pepper', '1 serving cooking spray']",0,2 servings,"          379.8 calories;           31.2 g protein;           2.9 g carbohydrates;           443 mg cholesterol;           693.5 mg sodium.        Full Nutrition
",,,,,,"Combine sausage, eggs, Cheddar-Monterey Jack cheese, bell pepper. onion, and cayenne in a bowl and mix to combine.

Preheat the air fryer to 360 degrees F (180 degrees C). Spray a nonstick 6x2-inch cake pan with cooking spray.

Place egg mixture in the prepared cake pan.

Cook in the air fryer until frittata is set, 18 to 20 minutes.
"
883,,Angie's Dilly Casserole Bread,,,,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4567027.jpg,,"['1 (.25 ounce) package active dry yeast', '¼ cup warm water', '1 cup cottage cheese, room temperature', '2 tablespoons white sugar', '1 tablespoon butter, room temperature, plus more as needed', '1 teaspoon salt', '¼ teaspoon baking soda', '2 teaspoons dill seed', '1 tablespoon dried minced onion', '1 egg', '2 ¼ cups all-purpose flour, or more if needed', '1 pinch salt']",0,8 servings,"          196.4 calories;           8.4 g protein;           31.7 g carbohydrates;           31.3 mg cholesterol;           483.8 mg sodium.        Full Nutrition
",,,,,,"Soften yeast in warm water; let stand 10 minutes.

Mix cottage cheese, sugar, butter, 1 teaspoon salt, and baking soda together in a large mixing bowl. Add dill seed, dried onion, egg, and yeast mixture. Mix well. Gradually add flour, about 1/4 cup at a time, stirring well after each addition. If dough seems too sticky, add another tablespoon or 2 of flour.

Cover bowl with a clean cotton kitchen towel and place in a warm place until double in size, about 1 hour.

Preheat oven to 350 degrees F (175 degrees C). Generously butter a 1 1/2- to 2-quart baking dish.

Gently stir dough to release bubbles. Transfer to prepared baking dish. Bake in preheated oven until golden brown, about 35 minutes. Remove from oven; brush top with butter and sprinkle on a pinch of salt. Let bread cool 5 minutes before transferring from the baking dish to a cooling rack.
"
